12629;82;380;TECNOLOG¿A EN COSTOS Y AUDITOR¿A;51614;35;2;2116000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12630;82;380;TECNOLOGIA EN ELECTRONICA;51615;40;2;2126000;0;1;1;"""2016-01-01""";www.uniminuto.edu
12634;82;392;COMUNICACION SOCIAL Y PERIODISMO;52162;30;3;2817000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12636;82;380;TECNOLOGIA EN CONFECCIONES;52233;29;2;0;6;1;1;"""2016-01-01""";www.uniminuto.edu
12637;82;394;TECNOLOGIA EN ELECTRONICA;52234;44;2;2126000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12640;82;379;COMUNICACIÓN SOCIAL  - PERIODISMO;52310;30;3;2817000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12641;82;373;COMUNICACIÓN SOCIAL - PERIODISMO;52338;30;3;2817000;10;1;1;"""2016-01-01""";www.uniminuto.edu
12642;82;379;ADMINISTRACION DE EMPRESAS;52356;34;3;3025000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12646;82;379;TECNOLOGIA EN TELECOMUNICACIONES Y REDES DE DATOS;52646;44;2;2137000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12647;82;387;TECNOLOGIA EN GESTION DE MERCADEO;52801;34;2;2235000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12648;82;404;T¿CNICA PROFESIONAL EN PRODUCCION DE CAF¿;53377;51;1;1030000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12649;82;404;T¿CNICA PROFESIONAL EN PROCESOS ADMINSITRATIVOS PARA FINCAS CAFETERAS;53549;34;1;1030000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12650;82;404;TECNOLOG¿A EN GESTION SOSTENIBLE DEL CAF¿;53550;34;2;975000;6;4;1;"""2016-01-01""";www.uniminuto.edu
12651;82;380;TECNICA PROFESIONAL EN PRODUCCION LIMPIA DEL CULTIVO DE CAÑA DE AZUCAR;53593;1;1;0;4;1;1;"""2016-01-01""";www.uniminuto.edu
12652;82;380;TECNOLOGIA EN MANEJO SOSTENIBLE DEL CULTIVO DE CAÑA DE AZUCAR;53594;1;2;0;6;1;1;"""2016-01-01""";www.uniminuto.edu
12653;82;387;TECNICA PROFESIONAL EN ACUICULTURA;53674;2;1;975000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12654;82;387;TECNOLOGIA EN PRODUCCION PECUARIA;53675;38;2;975000;6;4;1;"""2016-01-01""";www.uniminuto.edu
12655;82;387;TECNICA PROFESIONAL EN PRODUCCION GANADERA DE CARNE Y LECHE;53676;2;1;1030000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12656;82;387;TECNICA PROFESIONAL EN PRODUCCION DE ARROZ;53677;1;1;0;4;4;1;"""2016-01-01""";www.uniminuto.edu
12657;82;404;T¿CNICA PROFESIONAL EN COMERCIALIZACI¿N DE CAF¿;53678;36;1;975000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12658;82;387;TECNICA PROFESIONAL EN MANEJO DE SUELOS Y AGUAS;54037;50;1;1030000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12659;82;387;TECNOLOGIA EN PRODUCCION AGROECOLOGICA DE CULTIVOS.;54038;1;2;997000;6;4;1;"""2016-01-01""";www.uniminuto.edu
12660;82;387;LICENCIATURA EN PEDAGOGIA INFANTIL;54201;12;3;1907000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12661;82;380;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN ARTÍSTICA;54308;12;3;0;9;1;1;"""2016-01-01""";www.uniminuto.edu
12664;82;387;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;54656;12;3;1907000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12665;82;394;TECNOLOGIA EN COMUNICACION GRAFICA;54662;4;2;2126000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12666;82;387;TECNOLOGÍA EN GESTIÓN DE LA CONSTRUCCIÓN DE EDIFICACIONES;54864;47;2;1030000;6;4;1;"""2016-01-01""";www.uniminuto.edu
12667;82;387;TÉCNICA PROFESIONAL EN INSTALACIONES ELECTRÍCAS PARA EDIFICACIONES;54882;47;1;1030000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12668;82;387;TÉCNICA PROFESIONAL EN LA ELABORACIÓN DE ACABADOS ARQUITECTÓNICOS PARA EDIFICACIONES;54890;47;1;1030000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12669;82;387;TÉCNICA PROFESIONAL EN INSTALACIONES DE REDES HIDRAÚLICAS, SANITARIAS Y DE GAS PARA EDIFICACIONES;54891;47;1;1030000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12670;82;387;TÉCNICA PROFESIONAL EN LA CONSTRUCCIÓN DE ELEMENTOS ESTRUCTURALES Y NO ESTRUCTURALES PARA EDIFICACIONES;54892;47;1;1030000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12671;82;387;PSICOLOGÍA;54933;26;3;2817000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12672;82;387;LICENCIATURA EN IDIOMA EXTRANJERO - INGLÉS;54981;12;3;2302000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12673;82;380;TECNOLOGIA EN INFORMATICA;55083;46;2;2116000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12674;82;387;TÉCNICA PROFESIONAL EN MANEJO DE MICROCRÉDITOS;90313;34;1;1085000;4;3;1;"""2016-01-01""";www.uniminuto.edu
12675;82;387;TECNOLOGÍA EN GESTIÓN DE MICROFINANZAS;90314;34;2;0;6;3;1;"""2016-01-01""";www.uniminuto.edu
12676;82;387;MAESTRÍA EN EDUCACIÓN;90487;12;5;3507000;5;3;1;"""2016-01-01""";www.uniminuto.edu
12677;82;387;CONTADURÍA PÚBLICA;90529;35;3;2542000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12678;82;387;ESPECIALIZACIÓN EN GERENCIA  EDUCATIVA;90593;12;4;3069000;2;4;1;"""2016-01-01""";www.uniminuto.edu
12679;82;387;TECNOLOGÍA EN REALIZACIÓN AUDIOVISUAL;90633;4;2;2685000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12680;82;387;INGENIERIA DE SISTEMAS;90714;46;3;2751000;10;1;1;"""2016-01-01""";www.uniminuto.edu
12681;82;387;TECNOLOGÍA EN GESTIÓN DE BPO;90736;34;2;1600000;6;4;1;"""2016-01-01""";www.uniminuto.edu
12682;82;387;TÉCNICA PROFESIONAL EN PROCESOS DE ALMACENAMIENTO;90738;34;1;811000;4;3;1;"""2016-01-01""";www.uniminuto.edu
12683;82;387;TECNOLOGÍA EN GESTIÓN DE PROCESOS LOGÍSTICOS;90739;34;2;1600000;6;3;1;"""2016-01-01""";www.uniminuto.edu
12684;82;387;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CAFÉ;90740;34;1;0;4;3;1;"""2016-01-01""";www.uniminuto.edu
12685;82;387;TECNOLOGÍA EN GESTIÓN SOSTENIBLE DEL CAFÉ;90741;34;2;975000;6;3;1;"""2016-01-01""";www.uniminuto.edu
12686;82;387;TÉCNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS PARA FINCAS CAFETERAS;90742;34;1;0;4;3;1;"""2016-01-01""";www.uniminuto.edu
12687;82;387;TÉCNICA PROFESIONAL EN MANEJO DE VOZ Y DATOS PARA BPO;90769;46;1;1085000;4;4;1;"""2016-01-01""";www.uniminuto.edu
12688;82;392;ADMINISTRACIÓN DE EMPRESAS;90805;34;3;2905000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12689;82;383;TECNOLOGIA EN INFORMATICA;90857;46;2;1282000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12690;82;387;ESPECIALIZACI¿N EN GERENCIA DE PROYECTOS;90887;34;4;3069000;2;4;1;"""2016-01-01""";www.uniminuto.edu
12691;82;387;ADMINISTRACI¿N FINANCIERA;90921;34;3;1534000;10;4;1;"""2016-01-01""";www.uniminuto.edu
12692;82;387;LICENCIATURA EN PEDAGOGÍA INFANTIL;90962;12;3;1534000;10;4;1;"""2016-01-01""";www.uniminuto.edu
12693;82;387;PSICOLOGÍA;91141;26;3;1534000;10;4;1;"""2016-01-01""";www.uniminuto.edu
12694;82;387;ADMINISTRACI¿N EN SALUD OCUPACIONAL;91236;34;3;1534000;10;4;1;"""2016-01-01""";www.uniminuto.edu
12695;82;387;ADMINISTRACI¿N DE EMPRESAS;91237;34;3;1534000;10;4;1;"""2016-01-01""";www.uniminuto.edu
12696;82;387;CONTADUR¿A P¿BLICA;91334;35;3;1534000;9;4;1;"""2016-01-01""";www.uniminuto.edu
12697;82;387;COMUNICACIÓN SOCIAL;91431;30;3;1534000;10;4;1;"""2016-01-01""";www.uniminuto.edu
12698;82;387;ESPECIALIZACIÓN EN FINANZAS;91451;34;4;4263000;2;1;1;"""2016-01-01""";www.uniminuto.edu
12699;82;387;INGENIERÍA INDUSTRIAL;91518;43;3;2915000;10;1;1;"""2016-01-01""";www.uniminuto.edu
12700;82;380;COMUNICACION SOCIAL-PERIODISMO;101421;30;3;0;9;1;1;"""2016-01-01""";www.uniminuto.edu
12701;82;373;TECNOLOGIA EN INFORMATICA;101522;46;2;2235000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12702;82;387;ESPECIALIZACIÓN EN COMUNICACIÓN ESTRATÉGICA PARA LAS ORGANIZACIONES;102463;58;4;3855000;2;1;1;"""2016-01-01""";www.uniminuto.edu
12703;82;387;ESPECIALIZACIÓN EN GESTIÓN ASOCIADA: ESCENARIOS PARTICIPATIVOS PARA EL DESARROLLO LOCAL;102760;58;4;3639000;2;1;1;"""2016-01-01""";www.uniminuto.edu
12704;82;387;ESPECIALIZACIÓN EN GERENCIA FINANCIERA;102942;58;4;4384000;2;4;1;"""2016-01-01""";www.uniminuto.edu
12705;82;387;MAESTRÍA EN COMUNICACIÓN, DESARROLLO Y CAMBIO SOCIAL;103005;30;5;6302000;4;1;1;"""2016-01-01""";www.uniminuto.edu
12706;82;387;ESPECIALIZACIÓN EN GERENCIA EN RIESGOS LABORALES , SEGURIDAD Y SALUD EN EL TRABAJO;103152;34;4;4384000;2;4;1;"""2016-01-01""";www.uniminuto.edu
12707;82;379;TECNOLOGIA EN DESARROLLO DE SOFTWARE;104206;46;2;2116000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12710;82;387;LICENCIATURA EN EDUCACI¿N B¿SICA CON ¿NFASIS EN CIENCIAS NATURALES Y EDUCACI¿N AMBIENTAL;104874;58;3;0;10;4;1;"""2016-01-01""";www.uniminuto.edu
12711;82;387;LICENCIATURA EN EDUCACI¿N B¿SICA CON ¿NFASIS EN EDUCACI¿N ART¿STICA;104887;58;3;0;10;4;1;"""2016-01-01""";www.uniminuto.edu
12713;82;387;TECNOLOGIA EN GESTI¿N DE SEGURIDAD EN REDES DE COMPUTADORES;104929;46;2;0;6;1;1;"""2016-01-01""";www.uniminuto.edu
12714;82;387;TECNOLOGIA EN LOGISTICA EMPRESARIAL;105082;43;2;0;6;1;1;"""2016-01-01""";www.uniminuto.edu
12717;82;387;MAESTRA EN GERENCIA SOCIAL;105197;34;5;0;4;1;1;"""2016-01-01""";www.uniminuto.edu
12718;82;387;MAESTRA EN INNOVACIONES SOCIALES EN EDUCACIÓN;105198;12;5;0;4;1;1;"""2016-01-01""";www.uniminuto.edu
12719;82;387;MAESTRÍA EN PAZ, DESARROLLO Y CIUDADANÍA;105342;33;5;0;4;3;1;"""2016-01-01""";www.uniminuto.edu
12720;82;381;INGENIERÍA INDUSTRIAL;105358;43;3;0;10;1;1;"""2016-01-01""";www.uniminuto.edu
12722;82;373;TECNOLOGIA EN CONFECCIONES;17756;9;2;0;6;1;1;"""2016-01-01""";www.uniminuto.edu
12723;82;373;TECNOLOGIA EN LOGISTICA;17757;43;2;1502000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12725;82;373;TECNOLOGIA EN MERCADEO INTERNACIONAL;18980;34;2;1502000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12728;82;394;TECNOLOGIA EN LOGISTICA;52158;43;2;0;6;1;1;"""2016-01-01""";www.uniminuto.edu
12729;82;373;PSICOLOGÍA;54369;32;3;2006000;9;1;1;"""2016-01-01""";www.uniminuto.edu
12730;82;373;TRABAJO SOCIAL;54665;24;3;0;8;1;1;"""2016-01-01""";www.uniminuto.edu
12731;82;380;TECNOLOGIA EN NEGOCIOS Y MERCADEO;54750;34;2;2116000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12732;82;391;TECNOLOGIA EN AUTOMATIZACION INDUSTRIAL;101717;44;2;2137000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12733;82;392;TECNOLOGÍA EN AUTOMATIZACIÓN INDUSTRIAL;102316;44;2;2137000;6;1;1;"""2016-01-01""";www.uniminuto.edu
12734;82;373;TECNOLOGIA EN GESTIÓN DE REDES Y COMUNICACIONES;103370;44;2;1451000;6;1;1;"""2016-01-01""";www.uniminuto.edu
